date,ID,rep,conductance,temperature,leaf_angle,rel_chlorophyll,thickness,leaf_area,leaf_mass
08/15/19,USDAP1_COT_2,,297.3,32.1,19.619,57.39,2.12,5612.268,409.4
08/15/19,USDAP1_COT_2,,297.3,32.1,19.619,57.39,2.12,6862.947,651.6
08/15/19,USDAP1_COT_2,,274,33,20.296,63.83,2.1,5308.24,535.7
08/15/19,USDAP1_COT_2,,274,33,20.296,63.83,2.1,5612.268,409.4
08/15/19,USDAP1_COT_2,,274,33,20.296,63.83,2.1,6862.947,651.6
08/15/19,USDAP1_COT_2,,274,33,17.791,62.13,2.3,5308.24,535.7
08/15/19,USDAP1_COT_2,,274,33,17.791,62.13,2.3,5612.268,409.4
08/15/19,USDAP1_COT_2,,274,33,17.791,62.13,2.3,6862.947,651.6
08/15/19,USDAP1_COT_2,,274,33,19.619,57.39,2.12,5308.24,535.7
08/15/19,USDAP1_COT_2,,274,33,19.619,57.39,2.12,5612.268,409.4
08/15/19,USDAP1_COT_2,,274,33,19.619,57.39,2.12,6862.947,651.6
08/15/19,USDAP1_COT_2,,140.6,33.7,20.296,63.83,2.1,5308.24,535.7
08/15/19,USDAP1_COT_2,,140.6,33.7,20.296,63.83,2.1,5612.268,409.4
08/15/19,USDAP1_COT_2,,140.6,33.7,20.296,63.83,2.1,6862.947,651.6
08/15/19,USDAP1_COT_2,,140.6,33.7,17.791,62.13,2.3,5308.24,535.7
08/15/19,USDAP1_COT_2,,140.6,33.7,17.791,62.13,2.3,5612.268,409.4
08/15/19,USDAP1_COT_2,,140.6,33.7,17.791,62.13,2.3,6862.947,651.6
08/15/19,USDAP1_COT_2,,140.6,33.7,19.619,57.39,2.12,5308.24,535.7
08/15/19,USDAP1_COT_2,,140.6,33.7,19.619,57.39,2.12,5612.268,409.4
08/15/19,USDAP1_COT_2,,140.6,33.7,19.619,57.39,2.12,6862.947,651.6
08/15/19,USDAP1_COT_3,,197.1,32.7,19.547,58.32,1.93,4759.1,317.1
08/15/19,USDAP1_COT_3,,197.1,32.7,19.547,58.32,1.93,6897.664,584.5
08/15/19,USDAP1_COT_3,,197.1,32.7,19.547,58.32,1.93,4729.809,396.1
08/15/19,USDAP1_COT_3,,197.1,32.7,20.886,58.89,2.36,4759.1,317.1
08/15/19,USDAP1_COT_3,,197.1,32.7,20.886,58.89,2.36,6897.664,584.5
08/15/19,USDAP1_COT_3,,197.1,32.7,20.886,58.89,2.36,4729.809,396.1
08/15/19,USDAP1_COT_3,,197.1,32.7,20.797,57.46,2.38,4759.1,317.1
08/15/19,USDAP1_COT_3,,197.1,32.7,20.797,57.46,2.38,6897.664,584.5
08/15/19,USDAP1_COT_3,,197.1,32.7,20.797,57.46,2.38,4729.809,396.1
08/15/19,USDAP1_COT_3,,170.8,34.1,19.547,58.32,1.93,4759.1,317.1
08/15/19,USDAP1_COT_3,,170.8,34.1,19.547,58.32,1.93,6897.664,584.5
08/15/19,USDAP1_COT_3,,170.8,34.1,19.547,58.32,1.93,4729.809,396.1
08/15/19,USDAP1_COT_3,,170.8,34.1,20.886,58.89,2.36,4759.1,317.1
08/15/19,USDAP1_COT_3,,170.8,34.1,20.886,58.89,2.36,6897.664,584.5
08/15/19,USDAP1_COT_3,,170.8,34.1,20.886,58.89,2.36,4729.809,396.1
08/15/19,USDAP1_COT_3,,170.8,34.1,20.797,57.46,2.38,4759.1,317.1
08/15/19,USDAP1_COT_3,,170.8,34.1,20.797,57.46,2.38,6897.664,584.5
08/15/19,USDAP1_COT_3,,170.8,34.1,20.797,57.46,2.38,4729.809,396.1
08/15/19,USDAP1_COT_3,,181.3,35.2,19.547,58.32,1.93,4759.1,317.1
08/15/19,USDAP1_COT_3,,181.3,35.2,19.547,58.32,1.93,6897.664,584.5
08/15/19,USDAP1_COT_3,,181.3,35.2,19.547,58.32,1.93,4729.809,396.1
08/15/19,USDAP1_COT_3,,181.3,35.2,20.886,58.89,2.36,4759.1,317.1
08/15/19,USDAP1_COT_3,,181.3,35.2,20.886,58.89,2.36,6897.664,584.5
08/15/19,USDAP1_COT_3,,181.3,35.2,20.886,58.89,2.36,4729.809,396.1
08/15/19,USDAP1_COT_3,,181.3,35.2,20.797,57.46,2.38,4759.1,317.1
08/15/19,USDAP1_COT_3,,181.3,35.2,20.797,57.46,2.38,6897.664,584.5
08/15/19,USDAP1_COT_3,,181.3,35.2,20.797,57.46,2.38,4729.809,396.1
08/15/19,USDAP2_COT_1,,54.9,34.7,23.664,58.57,2.14,8562.964,895.6
08/15/19,USDAP2_COT_1,,54.9,34.7,23.664,58.57,2.14,4651.1,492.5
08/15/19,USDAP2_COT_1,,54.9,34.7,23.664,58.57,2.14,7597.763,880.5
08/15/19,USDAP2_COT_1,,54.9,34.7,5.583,50.69,2.05,8562.964,895.6
08/15/19,USDAP2_COT_1,,54.9,34.7,5.583,50.69,2.05,4651.1,492.5
08/15/19,USDAP2_COT_1,,54.9,34.7,5.583,50.69,2.05,7597.763,880.5
08/15/19,USDAP2_COT_1,,54.9,34.7,19.142,45.94,2.32,8562.964,895.6
08/15/19,USDAP2_COT_1,,54.9,34.7,19.142,45.94,2.32,4651.1,492.5
08/15/19,USDAP2_COT_1,,54.9,34.7,19.142,45.94,2.32,7597.763,880.5
08/15/19,USDAP2_COT_1,,136.1,35.7,23.664,58.57,2.14,8562.964,895.6
08/15/19,USDAP2_COT_1,,136.1,35.7,23.664,58.57,2.14,4651.1,492.5
08/15/19,USDAP2_COT_1,,136.1,35.7,23.664,58.57,2.14,7597.763,880.5
08/15/19,USDAP2_COT_1,,136.1,35.7,5.583,50.69,2.05,8562.964,895.6
08/15/19,USDAP2_COT_1,,136.1,35.7,5.583,50.69,2.05,4651.1,492.5
08/15/19,USDAP2_COT_1,,136.1,35.7,5.583,50.69,2.05,7597.763,880.5
08/15/19,USDAP2_COT_1,,136.1,35.7,19.142,45.94,2.32,8562.964,895.6
08/15/19,USDAP2_COT_1,,136.1,35.7,19.142,45.94,2.32,4651.1,492.5
08/15/19,USDAP2_COT_1,,136.1,35.7,19.142,45.94,2.32,7597.763,880.5
08/15/19,USDAP2_COT_1,,153.4,36.1,23.664,58.57,2.14,8562.964,895.6
08/15/19,USDAP2_COT_1,,153.4,36.1,23.664,58.57,2.14,4651.1,492.5
08/15/19,USDAP2_COT_1,,153.4,36.1,23.664,58.57,2.14,7597.763,880.5
08/15/19,USDAP2_COT_1,,153.4,36.1,5.583,50.69,2.05,8562.964,895.6
08/15/19,USDAP2_COT_1,,153.4,36.1,5.583,50.69,2.05,4651.1,492.5
08/15/19,USDAP2_COT_1,,153.4,36.1,5.583,50.69,2.05,7597.763,880.5
08/15/19,USDAP2_COT_1,,153.4,36.1,19.142,45.94,2.32,8562.964,895.6
08/15/19,USDAP2_COT_1,,153.4,36.1,19.142,45.94,2.32,4651.1,492.5
08/15/19,USDAP2_COT_1,,153.4,36.1,19.142,45.94,2.32,7597.763,880.5
08/15/19,USDAP2_COT_2,,130.3,36.4,6.405,46.49,2.06,6955.244,779
08/15/19,USDAP2_COT_2,,130.3,36.4,6.405,46.49,2.06,5667.083,596
08/15/19,USDAP2_COT_2,,130.3,36.4,6.405,46.49,2.06,6042.957,617.6
08/15/19,USDAP2_COT_2,,130.3,36.4,6.457,51.17,2.25,6955.244,779
08/15/19,USDAP2_COT_2,,130.3,36.4,6.457,51.17,2.25,5667.083,596
08/15/19,USDAP2_COT_2,,130.3,36.4,6.457,51.17,2.25,6042.957,617.6
08/15/19,USDAP2_COT_2,,130.3,36.4,29.88,52.33,2.45,6955.244,779
08/15/19,USDAP2_COT_2,,130.3,36.4,29.88,52.33,2.45,5667.083,596
08/15/19,USDAP2_COT_2,,130.3,36.4,29.88,52.33,2.45,6042.957,617.6
08/15/19,USDAP2_COT_2,,135.1,36.8,6.405,46.49,2.06,6955.244,779
08/15/19,USDAP2_COT_2,,135.1,36.8,6.405,46.49,2.06,5667.083,596
08/15/19,USDAP2_COT_2,,135.1,36.8,6.405,46.49,2.06,6042.957,617.6
08/15/19,USDAP2_COT_2,,135.1,36.8,6.457,51.17,2.25,6955.244,779
08/15/19,USDAP2_COT_2,,135.1,36.8,6.457,51.17,2.25,5667.083,596
08/15/19,USDAP2_COT_2,,135.1,36.8,6.457,51.17,2.25,6042.957,617.6
08/15/19,USDAP2_COT_2,,135.1,36.8,29.88,52.33,2.45,6955.244,779
08/15/19,USDAP2_COT_2,,135.1,36.8,29.88,52.33,2.45,5667.083,596
08/15/19,USDAP2_COT_2,,135.1,36.8,29.88,52.33,2.45,6042.957,617.6
08/15/19,USDAP2_COT_2,,103.7,37.4,6.405,46.49,2.06,6955.244,779
08/15/19,USDAP2_COT_2,,103.7,37.4,6.405,46.49,2.06,5667.083,596
08/15/19,USDAP2_COT_2,,103.7,37.4,6.405,46.49,2.06,6042.957,617.6
08/15/19,USDAP2_COT_2,,103.7,37.4,6.457,51.17,2.25,6955.244,779
08/15/19,USDAP2_COT_2,,103.7,37.4,6.457,51.17,2.25,5667.083,596
08/15/19,USDAP2_COT_2,,103.7,37.4,6.457,51.17,2.25,6042.957,617.6
08/15/19,USDAP2_COT_2,,103.7,37.4,29.88,52.33,2.45,6955.244,779
08/15/19,USDAP2_COT_2,,103.7,37.4,29.88,52.33,2.45,5667.083,596
08/15/19,USDAP2_COT_2,,103.7,37.4,29.88,52.33,2.45,6042.957,617.6
08/15/19,USDAP2_COT_3,,56.7,37.9,4.348,56.85,2.42,3992.543,412.9
08/15/19,USDAP2_COT_3,,56.7,37.9,4.348,56.85,2.42,5082.062,581.4
08/15/19,USDAP2_COT_3,,56.7,37.9,4.348,56.85,2.42,4220.187,366
08/15/19,USDAP2_COT_3,,56.7,37.9,10.999,50.91,2.21,3992.543,412.9
08/15/19,USDAP2_COT_3,,56.7,37.9,10.999,50.91,2.21,5082.062,581.4
08/15/19,USDAP2_COT_3,,56.7,37.9,10.999,50.91,2.21,4220.187,366
08/15/19,USDAP2_COT_3,,56.7,37.9,16.97,54.31,2.22,3992.543,412.9
08/15/19,USDAP2_COT_3,,56.7,37.9,16.97,54.31,2.22,5082.062,581.4
08/15/19,USDAP2_COT_3,,56.7,37.9,16.97,54.31,2.22,4220.187,366
08/15/19,USDAP2_COT_3,,100.4,38.5,4.348,56.85,2.42,3992.543,412.9
08/15/19,USDAP2_COT_3,,100.4,38.5,4.348,56.85,2.42,5082.062,581.4
08/15/19,USDAP2_COT_3,,100.4,38.5,4.348,56.85,2.42,4220.187,366
08/15/19,USDAP2_COT_3,,100.4,38.5,10.999,50.91,2.21,3992.543,412.9
08/15/19,USDAP2_COT_3,,100.4,38.5,10.999,50.91,2.21,5082.062,581.4
08/15/19,USDAP2_COT_3,,100.4,38.5,10.999,50.91,2.21,4220.187,366
08/15/19,USDAP2_COT_3,,100.4,38.5,16.97,54.31,2.22,3992.543,412.9
08/15/19,USDAP2_COT_3,,100.4,38.5,16.97,54.31,2.22,5082.062,581.4
08/15/19,USDAP2_COT_3,,100.4,38.5,16.97,54.31,2.22,4220.187,366
08/15/19,USDAP2_COT_3,,64.7,38.8,4.348,56.85,2.42,3992.543,412.9
08/15/19,USDAP2_COT_3,,64.7,38.8,4.348,56.85,2.42,5082.062,581.4
08/15/19,USDAP2_COT_3,,64.7,38.8,4.348,56.85,2.42,4220.187,366
08/15/19,USDAP2_COT_3,,64.7,38.8,10.999,50.91,2.21,3992.543,412.9
08/15/19,USDAP2_COT_3,,64.7,38.8,10.999,50.91,2.21,5082.062,581.4
08/15/19,USDAP2_COT_3,,64.7,38.8,10.999,50.91,2.21,4220.187,366
08/15/19,USDAP2_COT_3,,64.7,38.8,16.97,54.31,2.22,3992.543,412.9
08/15/19,USDAP2_COT_3,,64.7,38.8,16.97,54.31,2.22,5082.062,581.4
08/15/19,USDAP2_COT_3,,64.7,38.8,16.97,54.31,2.22,4220.187,366
08/16/19,USDAP3_COT_1,,382.5,30.2,17.593,53.95,2.23,4008.939,333.4
08/16/19,USDAP3_COT_1,,382.5,30.2,17.593,53.95,2.23,6142.24,556.7
08/16/19,USDAP3_COT_1,,382.5,30.2,17.593,53.95,2.23,6916.714,659.6
08/16/19,USDAP3_COT_1,,382.5,30.2,35.962,59.79,2.2,4008.939,333.4
08/16/19,USDAP3_COT_1,,382.5,30.2,35.962,59.79,2.2,6142.24,556.7
08/16/19,USDAP3_COT_1,,382.5,30.2,35.962,59.79,2.2,6916.714,659.6
08/16/19,USDAP3_COT_1,,382.5,30.2,24.391,62.26,2.17,4008.939,333.4
08/16/19,USDAP3_COT_1,,382.5,30.2,24.391,62.26,2.17,6142.24,556.7
08/16/19,USDAP3_COT_1,,382.5,30.2,24.391,62.26,2.17,6916.714,659.6
08/16/19,USDAP3_COT_1,,131.7,31.8,17.593,53.95,2.23,4008.939,333.4
08/16/19,USDAP3_COT_1,,131.7,31.8,17.593,53.95,2.23,6142.24,556.7
08/16/19,USDAP3_COT_1,,131.7,31.8,17.593,53.95,2.23,6916.714,659.6
08/16/19,USDAP3_COT_1,,131.7,31.8,35.962,59.79,2.2,4008.939,333.4
08/16/19,USDAP3_COT_1,,131.7,31.8,35.962,59.79,2.2,6142.24,556.7
08/16/19,USDAP3_COT_1,,131.7,31.8,35.962,59.79,2.2,6916.714,659.6
08/16/19,USDAP3_COT_1,,131.7,31.8,24.391,62.26,2.17,4008.939,333.4
08/16/19,USDAP3_COT_1,,131.7,31.8,24.391,62.26,2.17,6142.24,556.7
08/16/19,USDAP3_COT_1,,131.7,31.8,24.391,62.26,2.17,6916.714,659.6
08/16/19,USDAP3_COT_1,,276.5,32.7,17.593,53.95,2.23,4008.939,333.4
08/16/19,USDAP3_COT_1,,276.5,32.7,17.593,53.95,2.23,6142.24,556.7
08/16/19,USDAP3_COT_1,,276.5,32.7,17.593,53.95,2.23,6916.714,659.6
08/16/19,USDAP3_COT_1,,276.5,32.7,35.962,59.79,2.2,4008.939,333.4
08/16/19,USDAP3_COT_1,,276.5,32.7,35.962,59.79,2.2,6142.24,556.7
08/16/19,USDAP3_COT_1,,276.5,32.7,35.962,59.79,2.2,6916.714,659.6
08/16/19,USDAP3_COT_1,,276.5,32.7,24.391,62.26,2.17,4008.939,333.4
08/16/19,USDAP3_COT_1,,276.5,32.7,24.391,62.26,2.17,6142.24,556.7
08/16/19,USDAP3_COT_1,,276.5,32.7,24.391,62.26,2.17,6916.714,659.6
08/16/19,USDAP3_COT_2,,471.8,32.2,21.723,62.12,2.25,6537.659,617.2
08/16/19,USDAP3_COT_2,,471.8,32.2,21.723,62.12,2.25,3788.766,339.1
08/16/19,USDAP3_COT_2,,471.8,32.2,21.723,62.12,2.25,4381.151,488.9
08/16/19,USDAP3_COT_2,,471.8,32.2,3.628,61.78,2.39,6537.659,617.2
08/16/19,USDAP3_COT_2,,471.8,32.2,3.628,61.78,2.39,3788.766,339.1
08/16/19,USDAP3_COT_2,,471.8,32.2,3.628,61.78,2.39,4381.151,488.9
08/16/19,USDAP3_COT_2,,471.8,32.2,22.927,60.17,1.92,6537.659,617.2
08/16/19,USDAP3_COT_2,,471.8,32.2,22.927,60.17,1.92,3788.766,339.1
08/16/19,USDAP3_COT_2,,471.8,32.2,22.927,60.17,1.92,4381.151,488.9
08/16/19,USDAP3_COT_2,,270.5,33.1,21.723,62.12,2.25,6537.659,617.2
08/16/19,USDAP3_COT_2,,270.5,33.1,21.723,62.12,2.25,3788.766,339.1
08/16/19,USDAP3_COT_2,,270.5,33.1,21.723,62.12,2.25,4381.151,488.9
08/16/19,USDAP3_COT_2,,270.5,33.1,3.628,61.78,2.39,6537.659,617.2
08/16/19,USDAP3_COT_2,,270.5,33.1,3.628,61.78,2.39,3788.766,339.1
08/16/19,USDAP3_COT_2,,270.5,33.1,3.628,61.78,2.39,4381.151,488.9
08/16/19,USDAP3_COT_2,,270.5,33.1,22.927,60.17,1.92,6537.659,617.2
08/16/19,USDAP3_COT_2,,270.5,33.1,22.927,60.17,1.92,3788.766,339.1
08/16/19,USDAP3_COT_2,,270.5,33.1,22.927,60.17,1.92,4381.151,488.9
08/16/19,USDAP3_COT_2,,462,33.7,21.723,62.12,2.25,6537.659,617.2
08/16/19,USDAP3_COT_2,,462,33.7,21.723,62.12,2.25,3788.766,339.1
08/16/19,USDAP3_COT_2,,462,33.7,21.723,62.12,2.25,4381.151,488.9
08/16/19,USDAP3_COT_2,,462,33.7,3.628,61.78,2.39,6537.659,617.2
08/16/19,USDAP3_COT_2,,462,33.7,3.628,61.78,2.39,3788.766,339.1
08/16/19,USDAP3_COT_2,,462,33.7,3.628,61.78,2.39,4381.151,488.9
08/16/19,USDAP3_COT_2,,462,33.7,22.927,60.17,1.92,6537.659,617.2
08/16/19,USDAP3_COT_2,,462,33.7,22.927,60.17,1.92,3788.766,339.1
08/16/19,USDAP3_COT_2,,462,33.7,22.927,60.17,1.92,4381.151,488.9
08/16/19,USDAP3_COT_3,,516,33.4,14.767,59.98,2.08,5848.874,576.1
08/16/19,USDAP3_COT_3,,516,33.4,14.767,59.98,2.08,7413.889,630.8
08/16/19,USDAP3_COT_3,,516,33.4,14.767,59.98,2.08,4252.617,441.8
08/16/19,USDAP3_COT_3,,516,33.4,5.419,60.36,1.96,5848.874,576.1
08/16/19,USDAP3_COT_3,,516,33.4,5.419,60.36,1.96,7413.889,630.8
08/16/19,USDAP3_COT_3,,516,33.4,5.419,60.36,1.96,4252.617,441.8
08/16/19,USDAP3_COT_3,,516,33.4,2.358,58.99,2.42,5848.874,576.1
08/16/19,USDAP3_COT_3,,516,33.4,2.358,58.99,2.42,7413.889,630.8
08/16/19,USDAP3_COT_3,,516,33.4,2.358,58.99,2.42,4252.617,441.8
08/16/19,USDAP3_COT_3,,612.2,34.6,14.767,59.98,2.08,5848.874,576.1
08/16/19,USDAP3_COT_3,,612.2,34.6,14.767,59.98,2.08,7413.889,630.8
08/16/19,USDAP3_COT_3,,612.2,34.6,14.767,59.98,2.08,4252.617,441.8
08/16/19,USDAP3_COT_3,,612.2,34.6,5.419,60.36,1.96,5848.874,576.1
08/16/19,USDAP3_COT_3,,612.2,34.6,5.419,60.36,1.96,7413.889,630.8
08/16/19,USDAP3_COT_3,,612.2,34.6,5.419,60.36,1.96,4252.617,441.8
08/16/19,USDAP3_COT_3,,612.2,34.6,2.358,58.99,2.42,5848.874,576.1
08/16/19,USDAP3_COT_3,,612.2,34.6,2.358,58.99,2.42,7413.889,630.8
08/16/19,USDAP3_COT_3,,612.2,34.6,2.358,58.99,2.42,4252.617,441.8
08/16/19,USDAP3_COT_3,,763.7,35.5,14.767,59.98,2.08,5848.874,576.1
08/16/19,USDAP3_COT_3,,763.7,35.5,14.767,59.98,2.08,7413.889,630.8
08/16/19,USDAP3_COT_3,,763.7,35.5,14.767,59.98,2.08,4252.617,441.8
08/16/19,USDAP3_COT_3,,763.7,35.5,5.419,60.36,1.96,5848.874,576.1
08/16/19,USDAP3_COT_3,,763.7,35.5,5.419,60.36,1.96,7413.889,630.8
08/16/19,USDAP3_COT_3,,763.7,35.5,5.419,60.36,1.96,4252.617,441.8
08/16/19,USDAP3_COT_3,,763.7,35.5,2.358,58.99,2.42,5848.874,576.1
08/16/19,USDAP3_COT_3,,763.7,35.5,2.358,58.99,2.42,7413.889,630.8
08/16/19,USDAP3_COT_3,,763.7,35.5,2.358,58.99,2.42,4252.617,441.8
08/16/19,USDAP4_COT_1,,486.2,36.8,36.791,56.92,2.17,4205.633,481.7
08/16/19,USDAP4_COT_1,,486.2,36.8,36.791,56.92,2.17,5927.892,670.1
08/16/19,USDAP4_COT_1,,486.2,36.8,36.791,56.92,2.17,5316.047,540.8
08/16/19,USDAP4_COT_1,,486.2,36.8,24.444,58.36,2.42,4205.633,481.7
08/16/19,USDAP4_COT_1,,486.2,36.8,24.444,58.36,2.42,5927.892,670.1
08/16/19,USDAP4_COT_1,,486.2,36.8,24.444,58.36,2.42,5316.047,540.8
08/16/19,USDAP4_COT_1,,486.2,36.8,21.573,52.36,2.18,4205.633,481.7
08/16/19,USDAP4_COT_1,,486.2,36.8,21.573,52.36,2.18,5927.892,670.1
08/16/19,USDAP4_COT_1,,486.2,36.8,21.573,52.36,2.18,5316.047,540.8
08/16/19,USDAP4_COT_1,,418.7,37,36.791,56.92,2.17,4205.633,481.7
08/16/19,USDAP4_COT_1,,418.7,37,36.791,56.92,2.17,5927.892,670.1
08/16/19,USDAP4_COT_1,,418.7,37,36.791,56.92,2.17,5316.047,540.8
08/16/19,USDAP4_COT_1,,418.7,37,24.444,58.36,2.42,4205.633,481.7
08/16/19,USDAP4_COT_1,,418.7,37,24.444,58.36,2.42,5927.892,670.1
08/16/19,USDAP4_COT_1,,418.7,37,24.444,58.36,2.42,5316.047,540.8
08/16/19,USDAP4_COT_1,,418.7,37,21.573,52.36,2.18,4205.633,481.7
08/16/19,USDAP4_COT_1,,418.7,37,21.573,52.36,2.18,5927.892,670.1
08/16/19,USDAP4_COT_1,,418.7,37,21.573,52.36,2.18,5316.047,540.8
08/16/19,USDAP4_COT_1,,447.6,37.2,36.791,56.92,2.17,4205.633,481.7
08/16/19,USDAP4_COT_1,,447.6,37.2,36.791,56.92,2.17,5927.892,670.1
08/16/19,USDAP4_COT_1,,447.6,37.2,36.791,56.92,2.17,5316.047,540.8
08/16/19,USDAP4_COT_1,,447.6,37.2,24.444,58.36,2.42,4205.633,481.7
08/16/19,USDAP4_COT_1,,447.6,37.2,24.444,58.36,2.42,5927.892,670.1
08/16/19,USDAP4_COT_1,,447.6,37.2,24.444,58.36,2.42,5316.047,540.8
08/16/19,USDAP4_COT_1,,447.6,37.2,21.573,52.36,2.18,4205.633,481.7
08/16/19,USDAP4_COT_1,,447.6,37.2,21.573,52.36,2.18,5927.892,670.1
08/16/19,USDAP4_COT_1,,447.6,37.2,21.573,52.36,2.18,5316.047,540.8
08/16/19,USDAP4_COT_2,,176.5,37.1,30.839,59.74,2.44,3911.658,451
08/16/19,USDAP4_COT_2,,176.5,37.1,30.839,59.74,2.44,5684.597,630.8
08/16/19,USDAP4_COT_2,,176.5,37.1,30.839,59.74,2.44,3610.27,350
08/16/19,USDAP4_COT_2,,176.5,37.1,40.854,63.99,1.83,3911.658,451
08/16/19,USDAP4_COT_2,,176.5,37.1,40.854,63.99,1.83,5684.597,630.8
08/16/19,USDAP4_COT_2,,176.5,37.1,40.854,63.99,1.83,3610.27,350
08/16/19,USDAP4_COT_2,,176.5,37.1,21.524,60.65,2.16,3911.658,451
08/16/19,USDAP4_COT_2,,176.5,37.1,21.524,60.65,2.16,5684.597,630.8
08/16/19,USDAP4_COT_2,,176.5,37.1,21.524,60.65,2.16,3610.27,350
08/16/19,USDAP4_COT_2,,321.6,37.8,30.839,59.74,2.44,3911.658,451
08/16/19,USDAP4_COT_2,,321.6,37.8,30.839,59.74,2.44,5684.597,630.8
08/16/19,USDAP4_COT_2,,321.6,37.8,30.839,59.74,2.44,3610.27,350
08/16/19,USDAP4_COT_2,,321.6,37.8,40.854,63.99,1.83,3911.658,451
08/16/19,USDAP4_COT_2,,321.6,37.8,40.854,63.99,1.83,5684.597,630.8
08/16/19,USDAP4_COT_2,,321.6,37.8,40.854,63.99,1.83,3610.27,350
08/16/19,USDAP4_COT_2,,321.6,37.8,21.524,60.65,2.16,3911.658,451
08/16/19,USDAP4_COT_2,,321.6,37.8,21.524,60.65,2.16,5684.597,630.8
08/16/19,USDAP4_COT_2,,321.6,37.8,21.524,60.65,2.16,3610.27,350
08/16/19,USDAP4_COT_2,,404.9,38.3,30.839,59.74,2.44,3911.658,451
08/16/19,USDAP4_COT_2,,404.9,38.3,30.839,59.74,2.44,5684.597,630.8
08/16/19,USDAP4_COT_2,,404.9,38.3,30.839,59.74,2.44,3610.27,350
08/16/19,USDAP4_COT_2,,404.9,38.3,40.854,63.99,1.83,3911.658,451
08/16/19,USDAP4_COT_2,,404.9,38.3,40.854,63.99,1.83,5684.597,630.8
08/16/19,USDAP4_COT_2,,404.9,38.3,40.854,63.99,1.83,3610.27,350
08/16/19,USDAP4_COT_2,,404.9,38.3,21.524,60.65,2.16,3911.658,451
08/16/19,USDAP4_COT_2,,404.9,38.3,21.524,60.65,2.16,5684.597,630.8
08/16/19,USDAP4_COT_2,,404.9,38.3,21.524,60.65,2.16,3610.27,350
08/16/19,USDAP4_COT_3,,132,37.7,46.788,58.85,2.3,3278.439,341.2
08/16/19,USDAP4_COT_3,,132,37.7,46.788,58.85,2.3,4840.898,532
08/16/19,USDAP4_COT_3,,132,37.7,46.788,58.85,2.3,2631.189,308.5
08/16/19,USDAP4_COT_3,,132,37.7,21.123,58.51,2.11,3278.439,341.2
08/16/19,USDAP4_COT_3,,132,37.7,21.123,58.51,2.11,4840.898,532
08/16/19,USDAP4_COT_3,,132,37.7,21.123,58.51,2.11,2631.189,308.5
08/16/19,USDAP4_COT_3,,132,37.7,20.061,57.16,2.46,3278.439,341.2
08/16/19,USDAP4_COT_3,,132,37.7,20.061,57.16,2.46,4840.898,532
08/16/19,USDAP4_COT_3,,132,37.7,20.061,57.16,2.46,2631.189,308.5
08/16/19,USDAP4_COT_3,,250.6,38.1,46.788,58.85,2.3,3278.439,341.2
08/16/19,USDAP4_COT_3,,250.6,38.1,46.788,58.85,2.3,4840.898,532
08/16/19,USDAP4_COT_3,,250.6,38.1,46.788,58.85,2.3,2631.189,308.5
08/16/19,USDAP4_COT_3,,250.6,38.1,21.123,58.51,2.11,3278.439,341.2
08/16/19,USDAP4_COT_3,,250.6,38.1,21.123,58.51,2.11,4840.898,532
08/16/19,USDAP4_COT_3,,250.6,38.1,21.123,58.51,2.11,2631.189,308.5
08/16/19,USDAP4_COT_3,,250.6,38.1,20.061,57.16,2.46,3278.439,341.2
08/16/19,USDAP4_COT_3,,250.6,38.1,20.061,57.16,2.46,4840.898,532
08/16/19,USDAP4_COT_3,,250.6,38.1,20.061,57.16,2.46,2631.189,308.5
08/16/19,USDAP4_COT_3,,545.7,38.5,46.788,58.85,2.3,3278.439,341.2
08/16/19,USDAP4_COT_3,,545.7,38.5,46.788,58.85,2.3,4840.898,532
08/16/19,USDAP4_COT_3,,545.7,38.5,46.788,58.85,2.3,2631.189,308.5
08/16/19,USDAP4_COT_3,,545.7,38.5,21.123,58.51,2.11,3278.439,341.2
08/16/19,USDAP4_COT_3,,545.7,38.5,21.123,58.51,2.11,4840.898,532
08/16/19,USDAP4_COT_3,,545.7,38.5,21.123,58.51,2.11,2631.189,308.5
08/16/19,USDAP4_COT_3,,545.7,38.5,20.061,57.16,2.46,3278.439,341.2
08/16/19,USDAP4_COT_3,,545.7,38.5,20.061,57.16,2.46,4840.898,532
08/16/19,USDAP4_COT_3,,545.7,38.5,20.061,57.16,2.46,2631.189,308.5
08/20/19,USDAP5_COT_1,,407.8,27.9,12.969,53.15,2.09,6291.854,773.8
08/20/19,USDAP5_COT_1,,407.8,27.9,12.969,53.15,2.09,4836.412,587.1
08/20/19,USDAP5_COT_1,,407.8,27.9,12.969,53.15,2.09,2578.588,247
08/20/19,USDAP5_COT_1,,407.8,27.9,16.728,60.99,2.05,6291.854,773.8
08/20/19,USDAP5_COT_1,,407.8,27.9,16.728,60.99,2.05,4836.412,587.1
08/20/19,USDAP5_COT_1,,407.8,27.9,16.728,60.99,2.05,2578.588,247
08/20/19,USDAP5_COT_1,,407.8,27.9,43.171,56.22,2.02,6291.854,773.8
08/20/19,USDAP5_COT_1,,407.8,27.9,43.171,56.22,2.02,4836.412,587.1
08/20/19,USDAP5_COT_1,,407.8,27.9,43.171,56.22,2.02,2578.588,247
08/20/19,USDAP5_COT_1,,254.4,28.5,12.969,53.15,2.09,6291.854,773.8
08/20/19,USDAP5_COT_1,,254.4,28.5,12.969,53.15,2.09,4836.412,587.1
